Starting Nmap 7.95 ( https://nmap.org ) at 2025-02-26 10:23 EST
Initiating Parallel DNS resolution of 80 hosts. at 10:24
Completed Parallel DNS resolution of 80 hosts. at 10:24, 1.20s elapsed
Initiating SYN Stealth Scan at 10:24
Increasing send delay for 66.22.56.145 from 80 to 160 due to 11 out of 16 dropped probes since last increase.
Increasing send delay for 66.22.85.186 from 160 to 320 due to 11 out of 13 dropped probes since last increase.
Increasing send delay for 66.6.17.186 from 320 to 640 due to 11 out of 14 dropped probes since last increase.
Increasing send delay for 66.22.80.122 from 160 to 320 due to 11 out of 14 dropped probes since last increase.
Increasing send delay for 167.86.43.38 from 320 to 640 due to 11 out of 14 dropped probes since last increase.
Increasing send delay for 167.86.43.41 from 320 to 640 due to 11 out of 12 dropped probes since last increase.
Increasing send delay for 66.22.56.145 from 160 to 320 due to 11 out of 16 dropped probes since last increase.
Increasing send delay for 66.6.29.162 from 320 to 640 due to 11 out of 11 dropped probes since last increase.
SYN Stealth Scan Timing: About 11.03% done; ETC: 11:07 (0:14:39 remaining)
Increasing send delay for 66.22.85.186 from 320 to 640 due to 11 out of 14 dropped probes since last increase.
Increasing send delay for 66.22.85.186 from 640 to 1000 due to max_successful_tryno increase to 7
Increasing send delay for 66.22.56.35 from 640 to 1000 due to 11 out of 15 dropped probes since last increase.
Increasing send delay for 66.22.80.122 from 320 to 640 due to 11 out of 14 dropped probes since last increase.
Increasing send delay for 167.86.43.38 from 640 to 1000 due to 11 out of 14 dropped probes since last increase.
Increasing send delay for 167.86.43.41 from 640 to 1000 due to 11 out of 13 dropped probes since last increase.
Increasing send delay for 66.22.56.145 from 320 to 640 due to 11 out of 13 dropped probes since last increase.
Increasing send delay for 66.6.17.186 from 640 to 1000 due to 11 out of 16 dropped probes since last increase.
SYN Stealth Scan Timing: About 20.02% done; ETC: 11:02 (0:09:15 remaining)
Increasing send delay for 66.6.29.162 from 640 to 1000 due to 11 out of 14 dropped probes since last increase.
Discovered open port 5060/tcp on 23.21.86.188
Discovered open port 5060/tcp on 107.162.232.59
Increasing send delay for 66.22.56.145 from 640 to 1000 due to 11 out of 12 dropped probes since last increase.
Warning: 66.6.29.162 giving up on port because retransmission cap hit (10).
Discovered open port 5060/tcp on 34.111.136.147
SYN Stealth Scan Timing: About 30.76% done; ETC: 11:00 (0:06:20 remaining)
Increasing send delay for 66.22.80.122 from 640 to 1000 due to 11 out of 15 dropped probes since last increase.
Discovered open port 5060/tcp on 18.160.213.94
Discovered open port 5060/tcp on 107.162.183.211
Warning: 66.6.17.186 giving up on port because retransmission cap hit (10).
Completed SYN Stealth Scan against 23.21.86.188 in 193.27s (27 hosts left)
Completed SYN Stealth Scan against 107.162.232.59 in 193.65s (26 hosts left)
SYN Stealth Scan Timing: About 41.35% done; ETC: 10:59 (0:04:42 remaining)
Completed SYN Stealth Scan against 34.111.136.147 in 208.09s (25 hosts left)
Discovered open port 5060/tcp on 166.73.4.195
Discovered open port 5060/tcp on 54.158.149.68
Discovered open port 5060/tcp on 3.170.152.118
Discovered open port 5060/tcp on 34.8.59.252
Discovered open port 5060/tcp on 107.162.183.212
Discovered open port 5060/tcp on 151.101.3.10
Discovered open port 5060/tcp on 34.98.98.113
Discovered open port 5060/tcp on 34.195.212.27
Discovered open port 5060/tcp on 151.101.195.10
Discovered open port 5060/tcp on 104.16.241.118
SYN Stealth Scan Timing: About 55.21% done; ETC: 10:57 (0:03:06 remaining)
Completed SYN Stealth Scan against 166.73.4.195 in 229.17s (24 hosts left)
Discovered open port 5060/tcp on 151.101.127.10
Discovered open port 5060/tcp on 107.162.183.213
Completed SYN Stealth Scan against 54.158.149.68 in 232.42s (23 hosts left)
Discovered open port 5060/tcp on 107.162.180.200
Discovered open port 5060/tcp on 34.98.98.115
Discovered open port 5060/tcp on 104.16.94.80
Completed SYN Stealth Scan against 107.162.180.200 in 254.52s (22 hosts left)
Completed SYN Stealth Scan against 107.162.183.211 in 258.41s (21 hosts left)
SYN Stealth Scan Timing: About 70.26% done; ETC: 10:57 (0:01:50 remaining)
Completed SYN Stealth Scan against 104.16.94.80 in 262.46s (20 hosts left)
Completed SYN Stealth Scan against 18.160.213.94 in 263.32s (19 hosts left)
Completed SYN Stealth Scan against 107.162.183.212 in 265.56s (18 hosts left)
Completed SYN Stealth Scan against 107.162.183.213 in 267.38s (17 hosts left)
Completed SYN Stealth Scan against 34.8.59.252 in 268.98s (16 hosts left)
Completed SYN Stealth Scan against 151.101.3.10 in 270.49s (15 hosts left)
Completed SYN Stealth Scan against 34.98.98.113 in 272.16s (14 hosts left)
Completed SYN Stealth Scan against 151.101.195.10 in 272.59s (13 hosts left)
Completed SYN Stealth Scan against 151.101.127.10 in 272.77s (12 hosts left)
Completed SYN Stealth Scan against 34.195.212.27 in 273.23s (11 hosts left)
Completed SYN Stealth Scan against 3.170.152.118 in 273.76s (10 hosts left)
Completed SYN Stealth Scan against 34.98.98.115 in 274.66s (9 hosts left)
Completed SYN Stealth Scan against 104.16.241.118 in 275.32s (8 hosts left)
Warning: 66.22.85.186 giving up on port because retransmission cap hit (10).
Warning: 66.22.80.122 giving up on port because retransmission cap hit (10).
SYN Stealth Scan Timing: About 77.73% done; ETC: 10:58 (0:01:46 remaining)
SYN Stealth Scan Timing: About 80.81% done; ETC: 11:00 (0:01:54 remaining)
SYN Stealth Scan Timing: About 84.06% done; ETC: 11:02 (0:01:52 remaining)
SYN Stealth Scan Timing: About 87.30% done; ETC: 11:04 (0:01:43 remaining)
Discovered open port 5060/tcp on 66.22.56.145
Discovered open port 5060/tcp on 167.86.43.41
Discovered open port 5060/tcp on 167.86.43.38
Discovered open port 5060/tcp on 66.22.56.35
Discovered open port 5060/tcp on 66.22.85.186
Discovered open port 5060/tcp on 66.6.29.162
Discovered open port 5060/tcp on 66.22.80.122
SYN Stealth Scan Timing: About 90.20% done; ETC: 11:05 (0:01:28 remaining)
Discovered open port 5060/tcp on 66.6.17.186
SYN Stealth Scan Timing: About 92.62% done; ETC: 11:07 (0:01:12 remaining)
SYN Stealth Scan Timing: About 94.67% done; ETC: 11:08 (0:00:55 remaining)
SYN Stealth Scan Timing: About 96.29% done; ETC: 11:08 (0:00:40 remaining)
Completed SYN Stealth Scan against 66.22.56.145 in 1159.65s (7 hosts left)
Completed SYN Stealth Scan against 167.86.43.41 in 1168.38s (6 hosts left)
Completed SYN Stealth Scan against 167.86.43.38 in 1176.38s (5 hosts left)
Completed SYN Stealth Scan against 66.22.56.35 in 1183.38s (4 hosts left)
Completed SYN Stealth Scan against 66.22.85.186 in 1191.90s (3 hosts left)
Completed SYN Stealth Scan against 66.6.29.162 in 1193.35s (2 hosts left)
Completed SYN Stealth Scan against 66.22.80.122 in 1196.53s (1 host left)
Completed SYN Stealth Scan at 11:11, 1214.57s elapsed (28000 total ports)
Nmap scan report for pco.dev.clover.com (18.160.213.94)
Host is up, received user-set (0.10s latency).
Other addresses for pco.dev.clover.com (not scanned): 18.160.213.22 18.160.213.14 18.160.213.70 2600:9000:24d2:6600:2:3c31:1580:93a1 2600:9000:24d2:600:2:3c31:1580:93a1 2600:9000:24d2:4e00:2:3c31:1580:93a1 2600:9000:24d2:da00:2:3c31:1580:93a1 2600:9000:24d2:bc00:2:3c31:1580:93a1 2600:9000:24d2:6000:2:3c31:1580:93a1 2600:9000:24d2:5a00:2:3c31:1580:93a1 2600:9000:24d2:ce00:2:3c31:1580:93a1
rDNS record for 18.160.213.94: server-18-160-213-94.ord58.r.cloudfront.net
Scanned at 2025-02-26 10:51:00 EST for 263s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for partnerdocs.clover.com (104.16.241.118)
Host is up, received user-set (0.10s latency).
Other addresses for partnerdocs.clover.com (not scanned): 104.16.242.118 2606:4700::6810:f276 2606:4700::6810:f176
Scanned at 2025-02-26 10:51:00 EST for 275s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for stage-int.catalyst.clover.com (107.162.183.212)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:51:00 EST for 265s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for stage-self-serve-ui.catalyst.clover.com (167.86.43.41)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:51:00 EST for 1168s
Not shown: 987 closed tcp ports (reset)
PORT     STATE    SERVICE    REASON
20/tcp   filtered ftp-data   no-response
21/tcp   filtered ftp        no-response
22/tcp   filtered ssh        no-response
25/tcp   filtered smtp       port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain     syn-ack ttl 64
80/tcp   open     http       syn-ack ttl 64
161/tcp  filtered snmp       no-response
179/tcp  filtered bgp        no-response
443/tcp  open     https      syn-ack ttl 64
1119/tcp filtered bnetgame   no-response
5060/tcp open     sip        syn-ack ttl 64
8080/tcp open     http-proxy syn-ack ttl 64
9102/tcp filtered jetdirect  no-response

Nmap scan report for stage-otp.catalyst.clover.com (66.22.85.186)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:51:00 EST for 1191s
Not shown: 987 closed tcp ports (reset)
PORT     STATE    SERVICE    REASON
20/tcp   filtered ftp-data   no-response
21/tcp   filtered ftp        no-response
22/tcp   filtered ssh        no-response
25/tcp   filtered smtp       port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain     syn-ack ttl 64
80/tcp   open     http       syn-ack ttl 64
144/tcp  filtered news       no-response
161/tcp  filtered snmp       no-response
179/tcp  filtered bgp        no-response
443/tcp  open     https      syn-ack ttl 64
5060/tcp open     sip        syn-ack ttl 64
8045/tcp filtered unknown    no-response
8080/tcp open     http-proxy syn-ack ttl 64

Nmap scan report for self-serve-ui.catalyst.clover.com (167.86.43.38)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:51:00 EST for 1176s
Not shown: 986 closed tcp ports (reset)
PORT     STATE    SERVICE        REASON
20/tcp   filtered ftp-data       no-response
21/tcp   filtered ftp            no-response
22/tcp   filtered ssh            no-response
25/tcp   filtered smtp           port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain         syn-ack ttl 64
80/tcp   open     http           syn-ack ttl 64
161/tcp  filtered snmp           no-response
179/tcp  filtered bgp            no-response
443/tcp  open     https          syn-ack ttl 64
2383/tcp filtered ms-olap4       no-response
4242/tcp filtered vrml-multi-use no-response
5060/tcp open     sip            syn-ack ttl 64
8080/tcp open     http-proxy     syn-ack ttl 64
9102/tcp filtered jetdirect      no-response

Nmap scan report for stage-api-invoca.catalyst.clover.com (66.22.80.122)
Host is up, received user-set (0.13s latency).
Scanned at 2025-02-26 10:51:00 EST for 1196s
Not shown: 985 closed tcp ports (reset)
PORT     STATE    SERVICE        REASON
20/tcp   filtered ftp-data       no-response
21/tcp   filtered ftp            no-response
22/tcp   filtered ssh            no-response
25/tcp   filtered smtp           port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain         syn-ack ttl 64
80/tcp   open     http           syn-ack ttl 64
161/tcp  filtered snmp           no-response
179/tcp  filtered bgp            no-response
443/tcp  open     https          syn-ack ttl 64
1039/tcp filtered sbl            no-response
1081/tcp filtered pvuniwien      no-response
5060/tcp open     sip            syn-ack ttl 64
5925/tcp filtered unknown        no-response
8080/tcp open     http-proxy     syn-ack ttl 64
8888/tcp filtered sun-answerbook no-response

Nmap scan report for storage.clover.com (34.8.59.252)
Host is up, received user-set (0.10s latency).
rDNS record for 34.8.59.252: 252.59.8.34.bc.googleusercontent.com
Scanned at 2025-02-26 10:51:00 EST for 268s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for storage.dev.clover.com (34.111.136.147)
Host is up, received user-set (0.10s latency).
rDNS record for 34.111.136.147: 147.136.111.34.bc.googleusercontent.com
Scanned at 2025-02-26 10:51:00 EST for 208s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for test-int.catalyst.clover.com (107.162.232.59)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:51:00 EST for 193s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for status.clover.com (3.170.152.118)
Host is up, received user-set (0.10s latency).
Other addresses for status.clover.com (not scanned): 3.170.152.78 3.170.152.32 3.170.152.125
rDNS record for 3.170.152.118: server-3-170-152-118.ord58.r.cloudfront.net
Scanned at 2025-02-26 10:51:00 EST for 273s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for merchantservices.clover.com (151.101.195.10)
Host is up, received user-set (0.10s latency).
Other addresses for merchantservices.clover.com (not scanned): 151.101.3.10 151.101.67.10 151.101.131.10
Scanned at 2025-02-26 10:51:00 EST for 272s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for stage-acct-mgmt.catalyst.clover.com (66.6.17.186)
Host is up, received user-set (0.16s latency).
Scanned at 2025-02-26 10:51:00 EST for 1214s
Not shown: 985 closed tcp ports (reset)
PORT      STATE    SERVICE        REASON
19/tcp    filtered chargen        no-response
22/tcp    filtered ssh            no-response
25/tcp    filtered smtp           port-unreach from 10.5.0.1 ttl 64
53/tcp    open     domain         syn-ack ttl 64
80/tcp    open     http           syn-ack ttl 64
179/tcp   filtered bgp            no-response
443/tcp   open     https          syn-ack ttl 64
1009/tcp  filtered unknown        no-response
3918/tcp  filtered pktcablemmcops no-response
5060/tcp  open     sip            syn-ack ttl 64
8080/tcp  open     http-proxy     syn-ack ttl 64
8090/tcp  filtered opsmessaging   no-response
8222/tcp  filtered unknown        no-response
15660/tcp filtered bex-xr         no-response
27715/tcp filtered unknown        no-response

Nmap scan report for go.clover.com (104.16.94.80)
Host is up, received user-set (0.10s latency).
Other addresses for go.clover.com (not scanned): 104.16.96.80 104.16.93.80 104.16.95.80 104.16.92.80
Scanned at 2025-02-26 10:51:00 EST for 262s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for www.staging.clover.com (34.98.98.113)
Host is up, received user-set (0.10s latency).
rDNS record for 34.98.98.113: 113.98.98.34.bc.googleusercontent.com
Scanned at 2025-02-26 10:51:00 EST for 272s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for qa.customers.clover.com (23.21.86.188)
Host is up, received user-set (0.10s latency).
Other addresses for qa.customers.clover.com (not scanned): 107.21.94.65 34.235.193.186 35.168.141.12
rDNS record for 23.21.86.188: ec2-23-21-86-188.compute-1.amazonaws.com
Scanned at 2025-02-26 10:51:00 EST for 193s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for cld-stage-tap.clover.com (66.22.56.145)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:51:00 EST for 1159s
Not shown: 976 closed tcp ports (reset)
PORT      STATE    SERVICE         REASON
20/tcp    filtered ftp-data        no-response
21/tcp    filtered ftp             no-response
22/tcp    filtered ssh             no-response
25/tcp    filtered smtp            port-unreach from 10.5.0.1 ttl 64
53/tcp    open     domain          syn-ack ttl 64
80/tcp    open     http            syn-ack ttl 64
85/tcp    filtered mit-ml-dev      no-response
161/tcp   filtered snmp            no-response
179/tcp   filtered bgp             no-response
406/tcp   filtered imsp            no-response
443/tcp   open     https           syn-ack ttl 64
1009/tcp  filtered unknown         no-response
1067/tcp  filtered instl_boots     no-response
1087/tcp  filtered cplscrambler-in no-response
2009/tcp  filtered news            no-response
3918/tcp  filtered pktcablemmcops  no-response
4242/tcp  filtered vrml-multi-use  no-response
5060/tcp  open     sip             syn-ack ttl 64
8080/tcp  open     http-proxy      syn-ack ttl 64
8194/tcp  filtered sophos          no-response
8873/tcp  filtered dxspider        no-response
9418/tcp  filtered git             no-response
10024/tcp filtered unknown         no-response
19842/tcp filtered unknown         no-response

Nmap scan report for d.clover.com (166.73.4.195)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:51:00 EST for 229s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for br.clover.com (66.6.29.162)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:51:00 EST for 1193s
Not shown: 988 closed tcp ports (reset)
PORT     STATE    SERVICE    REASON
20/tcp   filtered ftp-data   no-response
21/tcp   filtered ftp        no-response
22/tcp   filtered ssh        no-response
25/tcp   filtered smtp       port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain     syn-ack ttl 64
80/tcp   open     http       syn-ack ttl 64
85/tcp   filtered mit-ml-dev no-response
161/tcp  filtered snmp       no-response
179/tcp  filtered bgp        no-response
443/tcp  open     https      syn-ack ttl 64
5060/tcp open     sip        syn-ack ttl 64
8080/tcp open     http-proxy syn-ack ttl 64

Nmap scan report for dev.catalyst.clover.com (107.162.180.200)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:51:00 EST for 254s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for int.catalyst.clover.com (107.162.183.213)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:51:00 EST for 267s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for hello.clover.com (151.101.127.10)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:51:00 EST for 272s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for customers.clover.com (54.158.149.68)
Host is up, received user-set (0.10s latency).
Other addresses for customers.clover.com (not scanned): 52.7.186.153
rDNS record for 54.158.149.68: ec2-54-158-149-68.compute-1.amazonaws.com
Scanned at 2025-02-26 10:51:00 EST for 232s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for cld-stage-talent.clover.com (66.22.56.35)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:51:00 EST for 1183s
Not shown: 987 closed tcp ports (reset)
PORT     STATE    SERVICE    REASON
20/tcp   filtered ftp-data   no-response
21/tcp   filtered ftp        no-response
22/tcp   filtered ssh        no-response
25/tcp   filtered smtp       port-unreach from 10.5.0.1 ttl 64
43/tcp   filtered whois      no-response
53/tcp   open     domain     syn-ack ttl 64
80/tcp   open     http       syn-ack ttl 64
85/tcp   filtered mit-ml-dev no-response
161/tcp  filtered snmp       no-response
179/tcp  filtered bgp        no-response
443/tcp  open     https      syn-ack ttl 64
5060/tcp open     sip        syn-ack ttl 64
8080/tcp open     http-proxy syn-ack ttl 64

Nmap scan report for d.staging.clover.com (34.98.98.115)
Host is up, received user-set (0.10s latency).
rDNS record for 34.98.98.115: 115.98.98.34.bc.googleusercontent.com
Scanned at 2025-02-26 10:51:00 EST for 274s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for nl.clover.com (151.101.3.10)
Host is up, received user-set (0.10s latency).
Other addresses for nl.clover.com (not scanned): 151.101.67.10 151.101.131.10 151.101.195.10
Scanned at 2025-02-26 10:51:00 EST for 270s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for promos.stg1.dev.clover.com (34.195.212.27)
Host is up, received user-set (0.10s latency).
Other addresses for promos.stg1.dev.clover.com (not scanned): 52.20.49.116
rDNS record for 34.195.212.27: ec2-34-195-212-27.compute-1.amazonaws.com
Scanned at 2025-02-26 10:51:00 EST for 273s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for qa.catalyst.clover.com (107.162.183.211)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:51:00 EST for 258s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Initiating Parallel DNS resolution of 5 hosts. at 11:11
Completed Parallel DNS resolution of 5 hosts. at 11:11, 1.09s elapsed
Initiating Parallel DNS resolution of 2 hosts. at 11:11
Completed Parallel DNS resolution of 2 hosts. at 11:11, 0.41s elapsed
Initiating SYN Stealth Scan at 11:11
Scanning 13 hosts [1000 ports/host]
Discovered open port 53/tcp on 66.22.56.145
Discovered open port 53/tcp on 66.6.29.162
Discovered open port 80/tcp on 66.22.56.145
Discovered open port 80/tcp on 66.6.29.162
Discovered open port 80/tcp on 107.162.183.212
Discovered open port 80/tcp on 107.162.183.213
Discovered open port 8080/tcp on 66.22.56.145
Discovered open port 8080/tcp on 66.6.29.162
Discovered open port 8080/tcp on 107.162.183.212
Discovered open port 8080/tcp on 107.162.183.213
Discovered open port 443/tcp on 66.22.56.145
Discovered open port 443/tcp on 66.6.29.162
Discovered open port 53/tcp on 34.116.0.40
Discovered open port 53/tcp on 151.101.127.10
Discovered open port 53/tcp on 34.195.212.27
Discovered open port 80/tcp on 34.116.0.40
Discovered open port 53/tcp on 166.73.5.41
Discovered open port 53/tcp on 166.73.5.57
Discovered open port 53/tcp on 34.98.98.113
Discovered open port 53/tcp on 52.20.49.116
Discovered open port 53/tcp on 166.73.4.193
Discovered open port 80/tcp on 151.101.127.10
Discovered open port 80/tcp on 34.195.212.27
Discovered open port 80/tcp on 166.73.5.41
Discovered open port 80/tcp on 166.73.5.57
Discovered open port 80/tcp on 34.98.98.113
Discovered open port 80/tcp on 52.20.49.116
Discovered open port 80/tcp on 166.73.4.193
Discovered open port 53/tcp on 151.101.3.10
Discovered open port 8080/tcp on 34.116.0.40
Discovered open port 8080/tcp on 34.98.98.113
Discovered open port 53/tcp on 107.162.183.212
Discovered open port 8080/tcp on 166.73.5.41
Discovered open port 8080/tcp on 166.73.5.57
Discovered open port 8080/tcp on 52.20.49.116
Discovered open port 8080/tcp on 166.73.4.193
Discovered open port 80/tcp on 151.101.3.10
Discovered open port 8080/tcp on 151.101.127.10
Discovered open port 8080/tcp on 151.101.3.10
Discovered open port 8080/tcp on 34.195.212.27
Discovered open port 443/tcp on 166.73.4.193
Discovered open port 443/tcp on 34.98.98.113
Discovered open port 443/tcp on 34.116.0.40
Discovered open port 443/tcp on 151.101.3.10
Discovered open port 443/tcp on 107.162.183.213
Increasing send delay for 66.6.29.162 from 0 to 5 due to max_successful_tryno increase to 4
Discovered open port 443/tcp on 52.20.49.116
Discovered open port 443/tcp on 166.73.5.41
Discovered open port 443/tcp on 166.73.5.57
Increasing send delay for 66.6.29.162 from 5 to 10 due to max_successful_tryno increase to 5
Discovered open port 443/tcp on 107.162.183.212
Discovered open port 443/tcp on 151.101.127.10
Discovered open port 443/tcp on 34.195.212.27
Increasing send delay for 66.22.56.145 from 0 to 5 due to max_successful_tryno increase to 4
Increasing send delay for 66.6.29.162 from 10 to 20 due to max_successful_tryno increase to 6
Increasing send delay for 66.6.29.162 from 20 to 40 due to max_successful_tryno increase to 7
Increasing send delay for 66.22.56.145 from 5 to 10 due to 11 out of 13 dropped probes since last increase.
Increasing send delay for 66.22.56.145 from 10 to 20 due to max_successful_tryno increase to 5
Increasing send delay for 66.22.56.145 from 20 to 40 due to max_successful_tryno increase to 6
Increasing send delay for 66.22.56.145 from 40 to 80 due to max_successful_tryno increase to 7
Increasing send delay for 66.6.29.162 from 40 to 80 due to 11 out of 13 dropped probes since last increase.
